Order Date,Product ID,Product,Quantity,Price,Cost,Discount,Revenue,Profit,Delivery Time (Days),Returned,Customer Name,Region
2024-12-27,P1005,Wardrobe,2,1500,250,0.17,2490.0,2075.0,2,0,Noah Jones,North West
2024-08-16,P1008,TV Stand,4,350,60,0.12,1232.0,1020.8,10,0,Charlotte Evans,North West
2025-09-16,P1009,Chest of Drawers,3,600,100,0.18,1476.0,1230.0,14,0,Charlotte Evans,Wales
2024-01-07,P1007,Office Desk,5,800,120,0.17,3320.0,2822.0,8,0,Quinn Bailey,North East
2025-07-23,P1000,Sofa,4,1200,300,0.23,3696.0,2772.0,8,0,Poppy Edwards,London
2025-09-21,P1005,Wardrobe,3,1500,250,0.02,4410.0,3675.0,11,0,Finley Thompson,North West
2024-02-06,P1001,Dining Table,3,900,150,0.07,2511.0,2092.5,14,0,Sophie Hall,South East
2024-09-06,P1003,Coffee Table,3,200,40,0.03,582.0,465.59999999999997,8,0,Quinn Bailey,South West
2025-09-21,P1000,Sofa,4,1200,300,0.02,4704.0,3528.0,5,0,Alice Carter,Midlands
2024-09-11,P1000,Sofa,5,1200,300,0.04,5760.0,4320.0,6,0,Poppy Edwards,North East
2023-07-07,P1006,Bookshelf,1,300,50,0.12,264.0,220.0,8,0,Ella Robinson,London
2023-05-11,P1000,Sofa,5,1200,300,0.15,5100.0,3825.0,7,0,Riley Moore,Scotland
2025-03-15,P1003,Coffee Table,4,200,40,0.14,688.0,550.4,8,1,Katie Adams,Midlands
2025-07-24,P1006,Bookshelf,2,300,50,0.01,594.0,495.0,13,0,Katie Adams,North West
2025-09-12,P1001,Dining Table,3,900,150,0.13,2349.0,1957.5,2,0,Sophie Hall,North East
2023-07-02,P1001,Dining Table,1,900,150,0.05,855.0,712.5,14,0,Quinn Bailey,South West
2025-09-09,P1002,Armchair,2,500,80,0.13,870.0,730.8,11,0,Henry Hughes,South West
2023-12-30,P1006,Bookshelf,5,300,50,0.15,1275.0,1062.5,12,1,Charlotte Evans,Wales
2023-02-08,P1004,Bed Frame,5,1000,200,0.09,4550.0,3640.0,13,0,Jack Wilson,North East
2024-05-11,P1001,Dining Table,4,900,150,0.04,3456.0,2880.0,3,0,Riley Moore,Wales
2025-09-08,P1000,Sofa,2,1200,300,0.23,1848.0,1386.0,4,0,Liam Mitchell,Midlands
2025-07-09,P1004,Bed Frame,3,1000,200,0.1,2700.0,2160.0,10,0,Sophie Hall,North West
2024-12-22,P1009,Chest of Drawers,1,600,100,0.01,594.0,495.0,4,0,Henry Hughes,Wales
2023-01-16,P1005,Wardrobe,4,1500,250,0.09,5460.0,4550.0,13,0,Sophie Hall,Wales
2024-05-07,P1003,Coffee Table,2,200,40,0.01,396.0,316.8,8,0,Riley Moore,Midlands
2025-06-12,P1002,Armchair,2,500,80,0.12,880.0,739.2,2,1,Alice Carter,Scotland
2023-11-07,P1000,Sofa,3,1200,300,0.08,3312.0,2484.0,3,0,Henry Hughes,North East
2025-01-08,P1000,Sofa,5,1200,300,0.21,4740.0,3555.0,11,0,Katie Adams,South West
2024-06-29,P1006,Bookshelf,5,300,50,0.2,1200.0,1000.0,5,0,Jack Wilson,South East
2024-02-18,P1003,Coffee Table,1,200,40,0.17,166.0,132.79999999999998,12,0,Quinn Bailey,Midlands
2023-09-08,P1006,Bookshelf,4,300,50,0.0,1200.0,1000.0,5,0,Poppy Edwards,South West
2025-01-28,P1002,Armchair,1,500,80,0.21,395.0,331.8,12,0,Isla Davies,South East
2025-03-24,P1000,Sofa,2,1200,300,0.05,2280.0,1710.0,7,0,Henry Hughes,Scotland
2023-01-29,P1005,Wardrobe,2,1500,250,0.18,2460.0,2050.0,11,0,Olivia Green,South East
2025-08-15,P1009,Chest of Drawers,3,600,100,0.06,1692.0,1410.0,7,0,Daniel Cooper,London
2024-04-21,P1006,Bookshelf,3,300,50,0.04,864.0,720.0,3,0,Charlotte Evans,South West
2023-11-14,P1006,Bookshelf,2,300,50,0.2,480.0,400.0,7,0,Ella Robinson,Midlands
2023-09-02,P1004,Bed Frame,4,1000,200,0.09,3640.0,2912.0,11,0,Isla Davies,North East
2025-01-17,P1006,Bookshelf,2,300,50,0.03,582.0,485.0,2,0,Katie Adams,North East
2024-11-27,P1007,Office Desk,5,800,120,0.04,3840.0,3264.0,6,0,Isla Davies,Midlands
2023-09-29,P1001,Dining Table,2,900,150,0.06,1692.0,1410.0,10,0,Grace Walker,London
2024-01-12,P1009,Chest of Drawers,4,600,100,0.19,1944.0000000000002,1620.0,3,0,Daniel Cooper,London
2023-09-23,P1001,Dining Table,5,900,150,0.09,4095.0,3412.5,5,0,Finley Thompson,Wales
2025-07-14,P1007,Office Desk,3,800,120,0.06,2256.0,1917.6,9,0,Katie Adams,Scotland
2025-07-09,P1001,Dining Table,1,900,150,0.12,792.0,660.0,8,0,Riley Moore,North East
2023-12-06,P1003,Coffee Table,3,200,40,0.24,456.0,364.8,6,0,Olivia Green,North West
2024-01-24,P1007,Office Desk,2,800,120,0.18,1312.0,1115.2,6,0,Isla Davies,South East
2024-07-30,P1001,Dining Table,3,900,150,0.1,2430.0,2025.0,4,0,Finley Thompson,North West
2023-01-03,P1009,Chest of Drawers,3,600,100,0.2,1440.0,1200.0,2,0,Ben Taylor,Midlands
2024-01-11,P1005,Wardrobe,3,1500,250,0.25,3375.0,2812.5,6,1,Ella Robinson,South East
2023-11-20,P1003,Coffee Table,2,200,40,0.03,388.0,310.4,8,0,Liam Mitchell,Scotland
2023-05-26,P1008,TV Stand,2,350,60,0.05,665.0,551.0,14,1,Ben Taylor,North West
2023-10-20,P1004,Bed Frame,2,1000,200,0.11,1780.0,1424.0,9,0,Finley Thompson,South West
2024-03-07,P1006,Bookshelf,1,300,50,0.17,249.0,207.5,8,0,Olivia Green,Midlands
2024-12-05,P1001,Dining Table,2,900,150,0.17,1494.0,1245.0,2,0,Olivia Green,South East
2025-08-06,P1002,Armchair,5,500,80,0.15,2125.0,1785.0,8,0,Daniel Cooper,South West
2024-08-07,P1000,Sofa,1,1200,300,0.04,1152.0,864.0,11,0,Henry Hughes,London
2024-02-03,P1003,Coffee Table,5,200,40,0.23,770.0,616.0,6,0,Mia Brown,North East
2025-03-27,P1001,Dining Table,4,900,150,0.23,2772.0,2310.0,7,1,Sophie Hall,North West
2025-08-21,P1001,Dining Table,5,900,150,0.1,4050.0,3375.0,4,0,Alice Carter,South East
2023-07-06,P1003,Coffee Table,1,200,40,0.15,170.0,136.0,11,0,Olivia Green,London
2023-03-02,P1001,Dining Table,5,900,150,0.1,4050.0,3375.0,7,0,Katie Adams,South East
2025-07-27,P1000,Sofa,5,1200,300,0.14,5160.0,3870.0,4,0,Olivia Green,South West
2024-12-10,P1002,Armchair,5,500,80,0.16,2100.0,1764.0,5,0,Sophie Hall,Scotland
2025-03-17,P1006,Bookshelf,2,300,50,0.24,456.0,380.0,8,0,Poppy Edwards,South West
2023-01-11,P1006,Bookshelf,4,300,50,0.08,1104.0,920.0,2,0,Noah Jones,London
2023-08-14,P1005,Wardrobe,4,1500,250,0.08,5520.0,4600.0,14,0,Grace Walker,London
2024-07-17,P1004,Bed Frame,3,1000,200,0.11,2670.0,2136.0,4,0,Isla Davies,Wales
2025-02-10,P1002,Armchair,1,500,80,0.21,395.0,331.8,4,1,Ben Taylor,Midlands
2025-06-03,P1004,Bed Frame,5,1000,200,0.08,4600.0,3680.0,11,0,Poppy Edwards,Scotland
2023-08-14,P1008,TV Stand,3,350,60,0.23,808.5,669.9,4,0,Poppy Edwards,South West
2025-04-04,P1001,Dining Table,3,900,150,0.1,2430.0,2025.0,8,0,Isla Davies,Scotland
2023-08-06,P1002,Armchair,5,500,80,0.13,2175.0,1827.0,12,0,Noah Jones,Midlands
2025-07-25,P1008,TV Stand,5,350,60,0.13,1522.5,1261.5,13,1,Henry Hughes,South West
2025-01-22,P1006,Bookshelf,1,300,50,0.22,234.0,195.0,3,0,Liam Mitchell,Wales
2024-05-20,P1008,TV Stand,1,350,60,0.16,294.0,243.6,11,0,Poppy Edwards,North East
2023-09-16,P1009,Chest of Drawers,5,600,100,0.12,2640.0,2200.0,4,0,Quinn Bailey,North East
2023-02-23,P1006,Bookshelf,4,300,50,0.02,1176.0,980.0,13,0,Isla Davies,London
2024-12-27,P1000,Sofa,5,1200,300,0.12,5280.0,3960.0,6,0,Katie Adams,Midlands
2024-11-19,P1000,Sofa,5,1200,300,0.24,4560.0,3420.0,10,0,Isla Davies,South West
2024-02-23,P1007,Office Desk,2,800,120,0.05,1520.0,1292.0,13,0,Quinn Bailey,North East
2024-11-20,P1009,Chest of Drawers,3,600,100,0.19,1458.0,1215.0,6,0,Henry Hughes,London
2025-04-29,P1001,Dining Table,3,900,150,0.15,2295.0,1912.5,6,0,Henry Hughes,Midlands
2023-03-03,P1004,Bed Frame,1,1000,200,0.08,920.0,736.0,9,0,Riley Moore,South West
2023-08-04,P1003,Coffee Table,4,200,40,0.11,712.0,569.6,6,0,Sophie Hall,Scotland
2023-01-03,P1005,Wardrobe,2,1500,250,0.09,2730.0,2275.0,14,0,Finley Thompson,London
2023-06-09,P1003,Coffee Table,1,200,40,0.23,154.0,123.2,5,0,Sophie Hall,North East
2025-02-19,P1005,Wardrobe,2,1500,250,0.12,2640.0,2200.0,5,0,Sophie Hall,South West
2025-06-11,P1005,Wardrobe,4,1500,250,0.06,5640.0,4700.0,2,0,Sophie Hall,London
2023-11-25,P1009,Chest of Drawers,1,600,100,0.14,516.0,430.0,8,0,Grace Walker,Wales
2024-08-02,P1008,TV Stand,1,350,60,0.24,266.0,220.4,3,1,Jack Wilson,London
2025-08-09,P1007,Office Desk,3,800,120,0.05,2280.0,1938.0,7,0,Ben Taylor,South East
2024-09-26,P1000,Sofa,5,1200,300,0.25,4500.0,3375.0,3,0,Henry Hughes,Midlands
2025-09-14,P1000,Sofa,1,1200,300,0.08,1104.0,828.0,12,0,Quinn Bailey,Wales
2025-07-09,P1000,Sofa,3,1200,300,0.13,3132.0,2349.0,8,0,Katie Adams,Midlands
2025-01-07,P1002,Armchair,4,500,80,0.1,1800.0,1512.0,2,0,Katie Adams,London
2023-06-19,P1005,Wardrobe,5,1500,250,0.1,6750.0,5625.0,14,0,Ben Taylor,South West
2024-06-04,P1002,Armchair,1,500,80,0.14,430.0,361.2,5,0,Sophie Hall,London
2023-02-09,P1001,Dining Table,5,900,150,0.05,4275.0,3562.5,2,0,Quinn Bailey,North East
2025-08-12,P1001,Dining Table,1,900,150,0.06,846.0,705.0,3,0,Liam Mitchell,Scotland
2025-09-10,P1009,Chest of Drawers,5,600,100,0.12,2640.0,2200.0,13,0,Daniel Cooper,North East
2025-09-01,P1004,Bed Frame,1,1000,200,0.23,770.0,616.0,4,0,Katie Adams,London
2023-02-07,P1002,Armchair,4,500,80,0.06,1880.0,1579.1999999999998,9,0,Noah Jones,Wales
2023-11-24,P1005,Wardrobe,4,1500,250,0.12,5280.0,4400.0,10,0,Finley Thompson,North East
2025-07-02,P1003,Coffee Table,2,200,40,0.08,368.0,294.40000000000003,14,0,Sophie Hall,London
2024-03-29,P1006,Bookshelf,4,300,50,0.0,1200.0,1000.0,9,0,Jack Wilson,North West
2023-02-06,P1002,Armchair,2,500,80,0.06,940.0,789.5999999999999,11,0,Finley Thompson,South West
2025-08-30,P1009,Chest of Drawers,5,600,100,0.17,2490.0,2075.0,4,0,Mia Brown,South West
2025-03-06,P1002,Armchair,2,500,80,0.09,910.0,764.4,14,0,Theo Clarke,North East
2025-08-30,P1009,Chest of Drawers,2,600,100,0.22,936.0,780.0,4,0,Henry Hughes,South East
2024-08-15,P1007,Office Desk,5,800,120,0.2,3200.0,2720.0,13,0,Ella Robinson,North East
2023-08-12,P1001,Dining Table,1,900,150,0.19,729.0,607.5,9,0,Henry Hughes,North East
2023-11-14,P1005,Wardrobe,4,1500,250,0.04,5760.0,4800.0,6,1,Finley Thompson,South East
2023-12-15,P1005,Wardrobe,4,1500,250,0.0,6000.0,5000.0,8,0,Olivia Green,South West
2023-04-25,P1004,Bed Frame,1,1000,200,0.18,820.0000000000001,656.0,4,0,Grace Walker,Midlands
2024-11-28,P1001,Dining Table,2,900,150,0.1,1620.0,1350.0,13,0,Liam Mitchell,North West
2023-02-09,P1001,Dining Table,4,900,150,0.1,3240.0,2700.0,8,0,Alice Carter,South West
2023-08-04,P1006,Bookshelf,3,300,50,0.0,900.0,750.0,10,0,Olivia Green,Scotland
2023-12-02,P1002,Armchair,2,500,80,0.01,990.0,831.6,7,0,Noah Jones,Wales
2023-04-02,P1006,Bookshelf,5,300,50,0.02,1470.0,1225.0,14,0,Liam Mitchell,Scotland
2023-12-19,P1001,Dining Table,5,900,150,0.21,3555.0,2962.5,10,0,Poppy Edwards,Midlands
2024-07-24,P1002,Armchair,4,500,80,0.24,1520.0,1276.8,6,0,Olivia Green,South East
2025-03-26,P1000,Sofa,5,1200,300,0.05,5700.0,4275.0,9,0,Jack Wilson,South West
2025-02-19,P1005,Wardrobe,3,1500,250,0.07,4185.0,3487.4999999999995,4,0,Isla Davies,South East
2023-12-29,P1001,Dining Table,2,900,150,0.07,1674.0,1395.0,13,0,Katie Adams,London
2024-07-10,P1006,Bookshelf,2,300,50,0.19,486.00000000000006,405.0,2,0,Finley Thompson,South East
2023-12-22,P1008,TV Stand,2,350,60,0.14,602.0,498.8,9,1,Charlotte Evans,North East
2023-07-10,P1009,Chest of Drawers,3,600,100,0.17,1494.0,1245.0,5,0,Theo Clarke,Wales
2024-02-26,P1000,Sofa,5,1200,300,0.05,5700.0,4275.0,12,1,Noah Jones,London
2024-11-30,P1009,Chest of Drawers,4,600,100,0.19,1944.0000000000002,1620.0,14,0,Noah Jones,London
2023-01-07,P1000,Sofa,2,1200,300,0.14,2064.0,1548.0,10,0,Daniel Cooper,North East
2023-05-13,P1003,Coffee Table,5,200,40,0.19,810.0,648.0,4,0,Grace Walker,Scotland
2024-07-10,P1008,TV Stand,4,350,60,0.14,1204.0,997.6,7,0,Riley Moore,North West
2025-04-05,P1004,Bed Frame,3,1000,200,0.21,2370.0,1896.0,5,0,Jack Wilson,Midlands
2025-01-30,P1001,Dining Table,1,900,150,0.03,873.0,727.5,10,0,Ben Taylor,Scotland
2024-06-18,P1009,Chest of Drawers,2,600,100,0.23,924.0,770.0,2,0,Riley Moore,Wales
2024-03-01,P1002,Armchair,4,500,80,0.01,1980.0,1663.2,14,0,Ben Taylor,North East
2024-11-02,P1000,Sofa,5,1200,300,0.01,5940.0,4455.0,10,0,Noah Jones,South East
2023-12-29,P1004,Bed Frame,2,1000,200,0.06,1880.0,1504.0,3,0,Theo Clarke,Wales
2023-03-23,P1003,Coffee Table,1,200,40,0.21,158.0,126.4,13,0,Daniel Cooper,South West
2023-12-22,P1003,Coffee Table,1,200,40,0.03,194.0,155.2,8,0,Finley Thompson,North West
2024-08-11,P1001,Dining Table,4,900,150,0.08,3312.0,2760.0,10,0,Poppy Edwards,South East
2023-10-22,P1004,Bed Frame,5,1000,200,0.02,4900.0,3920.0,2,0,Mia Brown,Wales
2023-01-17,P1007,Office Desk,4,800,120,0.01,3168.0,2692.8,5,0,Isla Davies,South East
2023-12-26,P1008,TV Stand,5,350,60,0.07,1627.5,1348.5,6,0,Mia Brown,London
2025-05-15,P1005,Wardrobe,4,1500,250,0.07,5580.0,4650.0,3,0,Mia Brown,North East
2024-11-30,P1002,Armchair,1,500,80,0.13,435.0,365.4,11,0,Olivia Green,South West
2024-03-23,P1004,Bed Frame,4,1000,200,0.2,3200.0,2560.0,12,0,Olivia Green,Wales
2025-05-05,P1004,Bed Frame,2,1000,200,0.18,1640.0000000000002,1312.0,10,0,Henry Hughes,North West
2023-12-31,P1009,Chest of Drawers,4,600,100,0.24,1824.0,1520.0,12,0,Ben Taylor,London
2024-11-05,P1001,Dining Table,2,900,150,0.14,1548.0,1290.0,13,0,Charlotte Evans,North East
2025-10-04,P1008,TV Stand,5,350,60,0.18,1435.0,1189.0,14,0,Noah Jones,Midlands
2024-04-11,P1008,TV Stand,5,350,60,0.08,1610.0,1334.0,12,0,Ben Taylor,Scotland
2024-02-18,P1008,TV Stand,2,350,60,0.23,539.0,446.6,8,0,Noah Jones,Wales
2024-08-08,P1009,Chest of Drawers,4,600,100,0.12,2112.0,1760.0,7,0,Henry Hughes,Wales
2025-09-20,P1004,Bed Frame,3,1000,200,0.09,2730.0,2184.0,13,0,Charlotte Evans,Scotland
2024-07-25,P1000,Sofa,1,1200,300,0.22,936.0,702.0,8,0,Quinn Bailey,London
2023-12-01,P1001,Dining Table,1,900,150,0.15,765.0,637.5,14,1,Olivia Green,London
2023-02-06,P1002,Armchair,4,500,80,0.21,1580.0,1327.2,10,0,Grace Walker,Midlands
2025-09-15,P1002,Armchair,2,500,80,0.11,890.0,747.6,8,0,Ben Taylor,Scotland
2023-10-05,P1001,Dining Table,4,900,150,0.04,3456.0,2880.0,12,0,Noah Jones,Midlands
2025-07-04,P1002,Armchair,3,500,80,0.23,1155.0,970.2,7,0,Theo Clarke,North West
2024-04-28,P1005,Wardrobe,1,1500,250,0.09,1365.0,1137.5,10,0,Charlotte Evans,South East
2024-12-31,P1006,Bookshelf,3,300,50,0.18,738.0,615.0,12,0,Riley Moore,Scotland
2023-07-11,P1008,TV Stand,2,350,60,0.13,609.0,504.6,7,0,Katie Adams,North West
2024-06-07,P1008,TV Stand,5,350,60,0.03,1697.5,1406.5,11,0,Olivia Green,South West
2025-07-06,P1009,Chest of Drawers,3,600,100,0.01,1782.0,1485.0,9,0,Sophie Hall,Scotland
2024-02-05,P1001,Dining Table,2,900,150,0.01,1782.0,1485.0,14,0,Noah Jones,London
2025-06-04,P1002,Armchair,4,500,80,0.16,1680.0,1411.2,10,0,Sophie Hall,South East
2024-12-05,P1001,Dining Table,5,900,150,0.25,3375.0,2812.5,14,0,Sophie Hall,South East
2023-01-22,P1004,Bed Frame,1,1000,200,0.24,760.0,608.0,6,0,Riley Moore,North East
2024-04-18,P1006,Bookshelf,1,300,50,0.19,243.00000000000003,202.5,7,0,Isla Davies,Scotland
2023-07-29,P1007,Office Desk,5,800,120,0.25,3000.0,2550.0,11,0,Sophie Hall,Wales
2023-11-02,P1000,Sofa,3,1200,300,0.15,3060.0,2295.0,4,0,Finley Thompson,North West
2024-12-04,P1006,Bookshelf,4,300,50,0.16,1008.0,840.0,14,0,Ella Robinson,Scotland
2024-11-17,P1000,Sofa,4,1200,300,0.17,3984.0,2988.0,5,0,Mia Brown,North East
2023-10-12,P1003,Coffee Table,4,200,40,0.12,704.0,563.2,7,0,Ben Taylor,Wales
2024-12-16,P1004,Bed Frame,2,1000,200,0.23,1540.0,1232.0,3,0,Liam Mitchell,South West
2025-02-01,P1005,Wardrobe,4,1500,250,0.03,5820.0,4850.0,12,0,Jack Wilson,North West
2025-08-05,P1004,Bed Frame,5,1000,200,0.16,4200.0,3360.0,14,0,Poppy Edwards,South East
2024-01-16,P1003,Coffee Table,4,200,40,0.13,696.0,556.8,4,0,Ella Robinson,North West
2024-04-04,P1007,Office Desk,5,800,120,0.2,3200.0,2720.0,5,0,Katie Adams,North West
2025-10-27,P1006,Bookshelf,3,300,50,0.07,837.0,697.5,12,0,Theo Clarke,South East
2023-01-29,P1003,Coffee Table,3,200,40,0.06,564.0,451.2,10,0,Olivia Green,Midlands
2025-06-25,P1006,Bookshelf,4,300,50,0.16,1008.0,840.0,7,0,Poppy Edwards,North East
2025-05-28,P1000,Sofa,1,1200,300,0.1,1080.0,810.0,2,0,Quinn Bailey,London
2023-03-20,P1001,Dining Table,4,900,150,0.09,3276.0,2730.0,12,0,Jack Wilson,Scotland
2025-08-04,P1002,Armchair,4,500,80,0.1,1800.0,1512.0,2,0,Quinn Bailey,South West
2024-04-03,P1002,Armchair,1,500,80,0.06,470.0,394.79999999999995,5,0,Grace Walker,Midlands
2024-07-23,P1000,Sofa,2,1200,300,0.12,2112.0,1584.0,7,0,Henry Hughes,South West
2025-01-07,P1007,Office Desk,4,800,120,0.06,3008.0,2556.7999999999997,10,0,Ben Taylor,North East
2024-05-30,P1003,Coffee Table,3,200,40,0.08,552.0,441.6,2,0,Isla Davies,North East
2024-02-01,P1007,Office Desk,5,800,120,0.01,3960.0,3366.0,12,0,Quinn Bailey,Scotland
2023-02-08,P1001,Dining Table,1,900,150,0.02,882.0,735.0,3,0,Alice Carter,Midlands
2025-06-05,P1005,Wardrobe,3,1500,250,0.02,4410.0,3675.0,12,0,Poppy Edwards,Wales
2025-03-07,P1002,Armchair,2,500,80,0.06,940.0,789.5999999999999,9,0,Poppy Edwards,North East
2023-06-06,P1005,Wardrobe,3,1500,250,0.02,4410.0,3675.0,9,0,Finley Thompson,North West
2025-06-02,P1001,Dining Table,2,900,150,0.21,1422.0,1185.0,13,0,Jack Wilson,South West
2025-08-31,P1006,Bookshelf,2,300,50,0.06,564.0,470.0,5,0,Ben Taylor,London
2025-04-28,P1009,Chest of Drawers,1,600,100,0.01,594.0,495.0,9,0,Grace Walker,Midlands
2025-01-17,P1003,Coffee Table,4,200,40,0.17,664.0,531.1999999999999,8,0,Grace Walker,North West
2025-09-15,P1006,Bookshelf,2,300,50,0.07,558.0,464.99999999999994,6,0,Quinn Bailey,South West
2023-01-21,P1000,Sofa,4,1200,300,0.09,4368.0,3276.0,13,0,Poppy Edwards,London
2023-10-30,P1002,Armchair,2,500,80,0.13,870.0,730.8,5,0,Theo Clarke,South West
2025-05-18,P1003,Coffee Table,5,200,40,0.22,780.0,624.0,7,0,Isla Davies,North West
2023-03-25,P1004,Bed Frame,4,1000,200,0.12,3520.0,2816.0,13,0,Noah Jones,Scotland
2024-07-23,P1005,Wardrobe,3,1500,250,0.23,3465.0,2887.5,5,0,Olivia Green,North West
2025-07-22,P1003,Coffee Table,5,200,40,0.15,850.0,680.0,7,0,Olivia Green,North West
2025-10-05,P1008,TV Stand,3,350,60,0.01,1039.5,861.3,2,0,Theo Clarke,Scotland
2025-03-03,P1009,Chest of Drawers,2,600,100,0.12,1056.0,880.0,3,0,Daniel Cooper,South West
2025-03-02,P1008,TV Stand,3,350,60,0.06,987.0,817.8,4,0,Liam Mitchell,North West
2024-05-06,P1004,Bed Frame,5,1000,200,0.14,4300.0,3440.0,12,0,Daniel Cooper,Wales
2023-07-27,P1001,Dining Table,2,900,150,0.17,1494.0,1245.0,13,0,Katie Adams,North West
2024-03-05,P1005,Wardrobe,1,1500,250,0.09,1365.0,1137.5,5,0,Isla Davies,North West
2025-09-11,P1004,Bed Frame,3,1000,200,0.21,2370.0,1896.0,10,0,Grace Walker,London
2024-06-03,P1008,TV Stand,1,350,60,0.05,332.5,275.5,2,0,Henry Hughes,South West
2024-08-13,P1009,Chest of Drawers,4,600,100,0.17,1992.0,1660.0,6,0,Mia Brown,North East
2023-07-18,P1002,Armchair,3,500,80,0.19,1215.0,1020.6,12,1,Alice Carter,Wales
2024-01-22,P1004,Bed Frame,3,1000,200,0.06,2820.0,2256.0,12,0,Isla Davies,Scotland
2023-12-15,P1006,Bookshelf,3,300,50,0.05,855.0,712.5,6,0,Mia Brown,South West
2025-08-17,P1009,Chest of Drawers,4,600,100,0.05,2280.0,1900.0,8,0,Sophie Hall,Midlands
2024-11-23,P1005,Wardrobe,5,1500,250,0.16,6300.0,5250.0,7,1,Henry Hughes,Wales
2024-01-13,P1005,Wardrobe,2,1500,250,0.22,2340.0,1950.0,14,1,Quinn Bailey,North West
2025-06-17,P1002,Armchair,5,500,80,0.08,2300.0,1932.0,3,0,Riley Moore,London
2025-07-04,P1004,Bed Frame,2,1000,200,0.18,1640.0000000000002,1312.0,14,1,Daniel Cooper,Wales
2024-06-10,P1002,Armchair,5,500,80,0.14,2150.0,1806.0,12,0,Isla Davies,London
2025-01-03,P1005,Wardrobe,2,1500,250,0.05,2850.0,2375.0,5,0,Charlotte Evans,Midlands
2023-07-25,P1005,Wardrobe,5,1500,250,0.08,6900.0,5750.0,12,0,Henry Hughes,North West
2024-03-30,P1006,Bookshelf,3,300,50,0.2,720.0,600.0,4,0,Katie Adams,North East
2024-06-04,P1004,Bed Frame,5,1000,200,0.08,4600.0,3680.0,12,0,Sophie Hall,North West
2025-10-13,P1007,Office Desk,4,800,120,0.07,2976.0,2529.6,12,0,Daniel Cooper,Wales
2025-08-13,P1000,Sofa,4,1200,300,0.18,3936.0000000000005,2952.0,10,0,Sophie Hall,South East
2024-12-26,P1007,Office Desk,4,800,120,0.19,2592.0,2203.2000000000003,10,0,Grace Walker,South East
2025-10-10,P1006,Bookshelf,2,300,50,0.17,498.0,415.0,6,0,Quinn Bailey,North West
2024-05-15,P1006,Bookshelf,4,300,50,0.1,1080.0,900.0,3,1,Ben Taylor,London
2023-04-27,P1002,Armchair,3,500,80,0.05,1425.0,1197.0,14,0,Grace Walker,North East
2024-01-21,P1006,Bookshelf,1,300,50,0.18,246.00000000000003,205.00000000000003,5,0,Sophie Hall,Wales
2024-08-06,P1002,Armchair,3,500,80,0.24,1140.0,957.6,11,0,Katie Adams,London
2024-01-30,P1001,Dining Table,2,900,150,0.09,1638.0,1365.0,12,0,Poppy Edwards,North East
2024-12-21,P1002,Armchair,2,500,80,0.19,810.0,680.4000000000001,10,0,Katie Adams,South West
2023-03-13,P1000,Sofa,3,1200,300,0.01,3564.0,2673.0,2,0,Olivia Green,North West
2023-10-01,P1003,Coffee Table,2,200,40,0.15,340.0,272.0,11,0,Finley Thompson,London
2023-12-04,P1007,Office Desk,2,800,120,0.09,1456.0,1237.6000000000001,5,0,Charlotte Evans,London
2024-08-29,P1009,Chest of Drawers,1,600,100,0.03,582.0,485.0,6,0,Noah Jones,Scotland
2023-06-15,P1006,Bookshelf,4,300,50,0.15,1020.0,850.0,12,0,Noah Jones,Wales
2023-01-11,P1006,Bookshelf,3,300,50,0.08,828.0,690.0,3,0,Alice Carter,South West
2024-12-29,P1008,TV Stand,5,350,60,0.24,1330.0,1102.0,13,0,Grace Walker,North East
2025-03-11,P1000,Sofa,4,1200,300,0.01,4752.0,3564.0,12,0,Katie Adams,Midlands
2023-04-12,P1000,Sofa,3,1200,300,0.09,3276.0,2457.0,14,0,Alice Carter,Midlands
2025-02-17,P1003,Coffee Table,1,200,40,0.23,154.0,123.2,14,0,Liam Mitchell,North West
2023-08-02,P1002,Armchair,2,500,80,0.1,900.0,756.0,2,0,Daniel Cooper,Scotland
2024-02-05,P1008,TV Stand,5,350,60,0.05,1662.5,1377.5,9,0,Sophie Hall,North West
2024-08-10,P1002,Armchair,3,500,80,0.11,1335.0,1121.4,6,0,Charlotte Evans,South West
2025-06-07,P1004,Bed Frame,1,1000,200,0.05,950.0,760.0,2,0,Jack Wilson,Wales
2024-08-14,P1008,TV Stand,1,350,60,0.2,280.0,232.0,11,1,Theo Clarke,North East
2023-04-02,P1006,Bookshelf,2,300,50,0.2,480.0,400.0,5,0,Ella Robinson,North East
2024-11-03,P1007,Office Desk,5,800,120,0.07,3719.9999999999995,3162.0,14,0,Liam Mitchell,Midlands
2024-12-14,P1002,Armchair,2,500,80,0.01,990.0,831.6,10,0,Mia Brown,South West
2025-07-24,P1003,Coffee Table,2,200,40,0.25,300.0,240.0,8,0,Henry Hughes,London
2023-08-30,P1003,Coffee Table,2,200,40,0.14,344.0,275.2,11,0,Alice Carter,London
2023-01-02,P1001,Dining Table,4,900,150,0.23,2772.0,2310.0,9,0,Liam Mitchell,South West
2023-08-13,P1006,Bookshelf,2,300,50,0.0,600.0,500.0,5,0,Isla Davies,South West
2025-03-11,P1009,Chest of Drawers,1,600,100,0.17,498.0,415.0,9,0,Ben Taylor,South East
2024-08-11,P1000,Sofa,1,1200,300,0.11,1068.0,801.0,7,0,Ben Taylor,South East
