Order Date,Product ID,Product,Quantity,Price,Cost,Discount,Revenue,Profit,Delivery Time (Days),Returned,Customer Name,Region,Discount Amount,Elasticity Score,Discount Action,Customer Segment,Profit Per Capita,Regional Population,Latitude,Longitude
2023-02-08,P1006,Bookshelf,3,300,50,0.03,873.0,727.5,10,0,Riley Moore,Scotland,27.0,-0.4337330301570941,Stop Discounting,High-Value Repeat,0.20535641529502965,5546900,56.4907,-4.2026
2024-05-11,P1000,Sofa,5,1200,300,0.15,5100.0,3825.0,6,0,Finley Thompson,North East,900.0,-0.42994966442953036,Stop Discounting,Occasional,0.41176225550390155,2760678,55.1,-1.7
2025-02-18,P1009,Chest of Drawers,2,600,100,0.13,1044.0,870.0,8,0,Ella Robinson,London,156.0,-0.48018702906350963,Stop Discounting,High-Value Repeat,0.12743413010014815,9089736,51.5074,-0.1278
2025-07-31,P1002,Armchair,1,500,80,0.08,460.0,386.4,13,0,Finley Thompson,South West,40.0,-2.0750353334189904,Stop Discounting,Occasional,0.1951128029549917,5889695,50.95,-3.1
2023-05-29,P1006,Bookshelf,3,300,50,0.01,891.0,742.5,12,0,Jack Wilson,North West,9.0,-0.4337330301570941,Stop Discounting,Occasional,0.15352933163457455,7737414,53.9,-2.5
2025-10-18,P1007,Office Desk,5,800,120,0.03,3880.0,3298.0,13,0,Jack Wilson,London,120.0,0.6690553745928339,Keep Discounting,Occasional,0.12743413010014815,9089736,51.5074,-0.1278
2024-10-22,P1001,Dining Table,4,900,150,0.1,3240.0,2700.0,2,0,Ella Robinson,Midlands,360.0,-0.19012192601777267,Stop Discounting,High-Value Repeat,0.1026457890088573,11250368,52.6,-1.5
2023-10-29,P1000,Sofa,3,1200,300,0.0,3600.0,2700.0,2,0,Theo Clarke,North West,0.0,-0.42994966442953036,Stop Discounting,Occasional,0.15352933163457455,7737414,53.9,-2.5
2023-08-26,P1000,Sofa,1,1200,300,0.17,996.0,747.0,14,0,Olivia Green,Wales,204.0,-0.42994966442953036,Stop Discounting,Occasional,0.37765702488027136,3186581,52.3,-3.6
2024-10-08,P1007,Office Desk,5,800,120,0.23,3080.0,2618.0,12,0,Riley Moore,South West,920.0,0.6690553745928339,Keep Discounting,High-Value Repeat,0.1951128029549917,5889695,50.95,-3.1
2024-10-24,P1009,Chest of Drawers,1,600,100,0.11,534.0,445.0,8,0,Poppy Edwards,Midlands,66.0,-0.48018702906350963,Stop Discounting,Occasional,0.1026457890088573,11250368,52.6,-1.5
2023-08-24,P1003,Coffee Table,2,200,40,0.21,316.0,252.8,8,0,Sophie Hall,Wales,84.0,-1.0276747871859784,Stop Discounting,Occasional,0.37765702488027136,3186581,52.3,-3.6
2023-07-22,P1007,Office Desk,2,800,120,0.02,1568.0,1332.8,10,0,Noah Jones,Wales,32.0,0.6690553745928339,Keep Discounting,Occasional,0.37765702488027136,3186581,52.3,-3.6
2023-09-13,P1001,Dining Table,4,900,150,0.24,2736.0,2280.0,9,0,Theo Clarke,South West,864.0,-0.19012192601777267,Stop Discounting,Occasional,0.1951128029549917,5889695,50.95,-3.1
2024-08-20,P1003,Coffee Table,2,200,40,0.08,368.0,294.40000000000003,13,0,Riley Moore,North West,32.0,-1.0276747871859784,Stop Discounting,High-Value Repeat,0.15352933163457455,7737414,53.9,-2.5
2024-10-23,P1009,Chest of Drawers,2,600,100,0.13,1044.0,870.0,10,0,Riley Moore,Midlands,156.0,-0.48018702906350963,Stop Discounting,High-Value Repeat,0.1026457890088573,11250368,52.6,-1.5
2023-08-23,P1000,Sofa,2,1200,300,0.14,2064.0,1548.0,6,0,Finley Thompson,London,336.0,-0.42994966442953036,Stop Discounting,Occasional,0.12743413010014815,9089736,51.5074,-0.1278
2024-06-17,P1000,Sofa,2,1200,300,0.12,2112.0,1584.0,7,0,Liam Mitchell,South West,288.0,-0.42994966442953036,Stop Discounting,High-Value Repeat,0.1951128029549917,5889695,50.95,-3.1
2025-05-09,P1002,Armchair,4,500,80,0.2,1600.0,1344.0,5,0,Ben Taylor,North West,400.0,-2.0750353334189904,Stop Discounting,Occasional,0.15352933163457455,7737414,53.9,-2.5
2025-02-08,P1005,Wardrobe,4,1500,250,0.06,5640.0,4700.0,3,0,Charlotte Evans,South West,360.0,-0.01323350519924152,Stop Discounting,Occasional,0.1951128029549917,5889695,50.95,-3.1
2024-06-24,P1001,Dining Table,3,900,150,0.24,2052.0,1710.0,12,0,Noah Jones,London,648.0,-0.19012192601777267,Stop Discounting,Occasional,0.12743413010014815,9089736,51.5074,-0.1278
2023-08-01,P1002,Armchair,3,500,80,0.07,1395.0,1171.8,7,0,Jack Wilson,London,105.0,-2.0750353334189904,Stop Discounting,Occasional,0.12743413010014815,9089736,51.5074,-0.1278
2024-04-07,P1007,Office Desk,1,800,120,0.03,776.0,659.6,5,0,Sophie Hall,North East,24.0,0.6690553745928339,Keep Discounting,Occasional,0.41176225550390155,2760678,55.1,-1.7
2024-03-11,P1000,Sofa,1,1200,300,0.05,1140.0,855.0,3,0,Charlotte Evans,North West,60.0,-0.42994966442953036,Stop Discounting,Occasional,0.15352933163457455,7737414,53.9,-2.5
2023-10-10,P1005,Wardrobe,1,1500,250,0.17,1245.0,1037.5,10,0,Liam Mitchell,Scotland,255.0,-0.01323350519924152,Stop Discounting,High-Value Repeat,0.20535641529502965,5546900,56.4907,-4.2026
2023-03-29,P1001,Dining Table,3,900,150,0.09,2457.0,2047.5,3,0,Noah Jones,South East,243.0,-0.19012192601777267,Stop Discounting,Occasional,0.12677922360209157,9642942,51.15,-0.15
2024-04-05,P1004,Bed Frame,2,1000,200,0.05,1900.0,1520.0,4,0,Poppy Edwards,London,100.0,-1.2945817990531299,Stop Discounting,Occasional,0.12743413010014815,9089736,51.5074,-0.1278
2023-10-05,P1001,Dining Table,2,900,150,0.02,1764.0,1470.0,6,0,Isla Davies,North East,36.0,-0.19012192601777267,Stop Discounting,Occasional,0.41176225550390155,2760678,55.1,-1.7
2024-02-25,P1008,TV Stand,2,350,60,0.2,560.0,464.0,3,0,Noah Jones,Midlands,140.0,0.018042399639151857,Stop Discounting,Occasional,0.1026457890088573,11250368,52.6,-1.5
2024-11-26,P1003,Coffee Table,2,200,40,0.03,388.0,310.4,3,0,Theo Clarke,South West,12.0,-1.0276747871859784,Stop Discounting,Occasional,0.1951128029549917,5889695,50.95,-3.1
2024-05-29,P1001,Dining Table,1,900,150,0.16,756.0,630.0,13,0,Sophie Hall,South East,144.0,-0.19012192601777267,Stop Discounting,Occasional,0.12677922360209157,9642942,51.15,-0.15
2024-12-03,P1007,Office Desk,4,800,120,0.18,2624.0,2230.4,13,0,Theo Clarke,North West,576.0,0.6690553745928339,Keep Discounting,Occasional,0.15352933163457455,7737414,53.9,-2.5
2023-01-19,P1006,Bookshelf,5,300,50,0.16,1260.0,1050.0,8,0,Theo Clarke,North East,240.0,-0.4337330301570941,Stop Discounting,Occasional,0.41176225550390155,2760678,55.1,-1.7
2023-01-23,P1004,Bed Frame,3,1000,200,0.24,2280.0,1824.0,4,0,Quinn Bailey,North East,720.0,-1.2945817990531299,Stop Discounting,Occasional,0.41176225550390155,2760678,55.1,-1.7
2024-02-17,P1002,Armchair,2,500,80,0.08,920.0,772.8000000000001,10,1,Theo Clarke,Wales,80.0,-2.0750353334189904,Stop Discounting,Occasional,0.37765702488027136,3186581,52.3,-3.6
2023-04-18,P1008,TV Stand,3,350,60,0.13,913.5,756.9,8,0,Poppy Edwards,Wales,136.5,0.018042399639151857,Stop Discounting,Occasional,0.37765702488027136,3186581,52.3,-3.6
2023-05-16,P1002,Armchair,5,500,80,0.02,2450.0,2058.0,8,0,Theo Clarke,Midlands,50.0,-2.0750353334189904,Stop Discounting,Occasional,0.1026457890088573,11250368,52.6,-1.5
2023-12-28,P1004,Bed Frame,4,1000,200,0.22,3120.0,2496.0,4,0,Grace Walker,South West,880.0,-1.2945817990531299,Stop Discounting,Occasional,0.1951128029549917,5889695,50.95,-3.1
2023-05-09,P1001,Dining Table,3,900,150,0.1,2430.0,2025.0,3,0,Alice Carter,Wales,270.0,-0.19012192601777267,Stop Discounting,Occasional,0.37765702488027136,3186581,52.3,-3.6
2024-05-29,P1001,Dining Table,4,900,150,0.0,3600.0,3000.0,8,0,Grace Walker,Scotland,0.0,-0.19012192601777267,Stop Discounting,Occasional,0.20535641529502965,5546900,56.4907,-4.2026
2024-03-24,P1006,Bookshelf,1,300,50,0.05,285.0,237.5,11,0,Ben Taylor,North East,15.0,-0.4337330301570941,Stop Discounting,Occasional,0.41176225550390155,2760678,55.1,-1.7
2025-05-23,P1005,Wardrobe,3,1500,250,0.08,4140.0,3450.0,6,0,Riley Moore,Midlands,360.0,-0.01323350519924152,Stop Discounting,High-Value Repeat,0.1026457890088573,11250368,52.6,-1.5
2024-04-17,P1000,Sofa,5,1200,300,0.17,4980.0,3735.0,5,0,Grace Walker,North West,1020.0,-0.42994966442953036,Stop Discounting,Occasional,0.15352933163457455,7737414,53.9,-2.5
2025-10-30,P1004,Bed Frame,4,1000,200,0.22,3120.0,2496.0,7,0,Charlotte Evans,North West,880.0,-1.2945817990531299,Stop Discounting,Occasional,0.15352933163457455,7737414,53.9,-2.5
2023-10-29,P1004,Bed Frame,4,1000,200,0.05,3800.0,3040.0,6,0,Quinn Bailey,North East,200.0,-1.2945817990531299,Stop Discounting,Occasional,0.41176225550390155,2760678,55.1,-1.7
2023-08-19,P1000,Sofa,5,1200,300,0.15,5100.0,3825.0,9,0,Daniel Cooper,North East,900.0,-0.42994966442953036,Stop Discounting,High-Value Repeat,0.41176225550390155,2760678,55.1,-1.7
2025-07-11,P1005,Wardrobe,4,1500,250,0.18,4920.0,4100.0,6,0,Mia Brown,South West,1080.0,-0.01323350519924152,Stop Discounting,High-Value Repeat,0.1951128029549917,5889695,50.95,-3.1
2025-07-25,P1002,Armchair,3,500,80,0.03,1455.0,1222.2,11,1,Grace Walker,North East,45.0,-2.0750353334189904,Stop Discounting,Occasional,0.41176225550390155,2760678,55.1,-1.7
2023-04-22,P1005,Wardrobe,2,1500,250,0.17,2490.0,2075.0,12,0,Poppy Edwards,Wales,510.0,-0.01323350519924152,Stop Discounting,Occasional,0.37765702488027136,3186581,52.3,-3.6
2024-05-14,P1000,Sofa,3,1200,300,0.15,3060.0,2295.0,14,0,Ella Robinson,Wales,540.0,-0.42994966442953036,Stop Discounting,High-Value Repeat,0.37765702488027136,3186581,52.3,-3.6
2025-07-20,P1002,Armchair,5,500,80,0.17,2075.0,1743.0,5,0,Olivia Green,North East,425.0,-2.0750353334189904,Stop Discounting,Occasional,0.41176225550390155,2760678,55.1,-1.7
2024-08-20,P1007,Office Desk,2,800,120,0.07,1488.0,1264.8,7,0,Noah Jones,South West,112.0,0.6690553745928339,Keep Discounting,Occasional,0.1951128029549917,5889695,50.95,-3.1
2023-08-22,P1008,TV Stand,1,350,60,0.14,301.0,249.4,9,0,Jack Wilson,North East,49.0,0.018042399639151857,Stop Discounting,Occasional,0.41176225550390155,2760678,55.1,-1.7
2024-08-24,P1008,TV Stand,3,350,60,0.13,913.5,756.9,12,0,Riley Moore,South West,136.5,0.018042399639151857,Stop Discounting,High-Value Repeat,0.1951128029549917,5889695,50.95,-3.1
2023-11-10,P1003,Coffee Table,5,200,40,0.02,980.0,784.0,11,0,Sophie Hall,North East,20.0,-1.0276747871859784,Stop Discounting,Occasional,0.41176225550390155,2760678,55.1,-1.7
2024-07-19,P1005,Wardrobe,5,1500,250,0.04,7200.0,6000.0,13,0,Charlotte Evans,London,300.0,-0.01323350519924152,Stop Discounting,Occasional,0.12743413010014815,9089736,51.5074,-0.1278
2023-07-28,P1004,Bed Frame,4,1000,200,0.23,3080.0,2464.0,6,0,Alice Carter,North East,920.0,-1.2945817990531299,Stop Discounting,Occasional,0.41176225550390155,2760678,55.1,-1.7
2024-08-09,P1006,Bookshelf,3,300,50,0.24,684.0,570.0,9,0,Riley Moore,London,216.0,-0.4337330301570941,Stop Discounting,High-Value Repeat,0.12743413010014815,9089736,51.5074,-0.1278
2025-10-11,P1009,Chest of Drawers,3,600,100,0.16,1512.0,1260.0,11,0,Theo Clarke,Scotland,288.0,-0.48018702906350963,Stop Discounting,Occasional,0.20535641529502965,5546900,56.4907,-4.2026
2024-11-28,P1002,Armchair,2,500,80,0.02,980.0,823.1999999999999,7,0,Theo Clarke,South East,20.0,-2.0750353334189904,Stop Discounting,Occasional,0.12677922360209157,9642942,51.15,-0.15
2023-05-12,P1004,Bed Frame,4,1000,200,0.16,3360.0,2688.0,4,0,Katie Adams,South West,640.0,-1.2945817990531299,Stop Discounting,High-Value Repeat,0.1951128029549917,5889695,50.95,-3.1
2024-06-19,P1004,Bed Frame,4,1000,200,0.1,3600.0,2880.0,9,0,Noah Jones,South East,400.0,-1.2945817990531299,Stop Discounting,Occasional,0.12677922360209157,9642942,51.15,-0.15
2025-10-10,P1007,Office Desk,3,800,120,0.15,2040.0,1734.0,7,0,Henry Hughes,North East,360.0,0.6690553745928339,Keep Discounting,Occasional,0.41176225550390155,2760678,55.1,-1.7
2023-08-15,P1007,Office Desk,4,800,120,0.04,3072.0,2611.2,9,0,Jack Wilson,Midlands,128.0,0.6690553745928339,Keep Discounting,Occasional,0.1026457890088573,11250368,52.6,-1.5
2025-04-01,P1008,TV Stand,1,350,60,0.18,287.0,237.8,9,1,Jack Wilson,London,63.0,0.018042399639151857,Stop Discounting,Occasional,0.12743413010014815,9089736,51.5074,-0.1278
2025-05-20,P1001,Dining Table,1,900,150,0.03,873.0,727.5,10,0,Liam Mitchell,South West,27.0,-0.19012192601777267,Stop Discounting,High-Value Repeat,0.1951128029549917,5889695,50.95,-3.1
2024-02-09,P1003,Coffee Table,4,200,40,0.18,656.0,524.8000000000001,5,0,Charlotte Evans,Wales,144.0,-1.0276747871859784,Stop Discounting,Occasional,0.37765702488027136,3186581,52.3,-3.6
2023-07-21,P1008,TV Stand,3,350,60,0.1,945.0,783.0,10,0,Alice Carter,Wales,105.0,0.018042399639151857,Stop Discounting,Occasional,0.37765702488027136,3186581,52.3,-3.6
2023-02-07,P1008,TV Stand,1,350,60,0.15,297.5,246.5,4,0,Ella Robinson,Midlands,52.5,0.018042399639151857,Stop Discounting,High-Value Repeat,0.1026457890088573,11250368,52.6,-1.5
2025-07-30,P1005,Wardrobe,2,1500,250,0.01,2970.0,2475.0,5,0,Poppy Edwards,North West,30.0,-0.01323350519924152,Stop Discounting,Occasional,0.15352933163457455,7737414,53.9,-2.5
2023-07-07,P1005,Wardrobe,3,1500,250,0.18,3690.000000000001,3075.0000000000005,10,0,Ella Robinson,South East,810.0,-0.01323350519924152,Stop Discounting,High-Value Repeat,0.12677922360209157,9642942,51.15,-0.15
2025-07-29,P1008,TV Stand,5,350,60,0.07,1627.5,1348.5,10,0,Ella Robinson,Midlands,122.5,0.018042399639151857,Stop Discounting,High-Value Repeat,0.1026457890088573,11250368,52.6,-1.5
2023-09-30,P1000,Sofa,2,1200,300,0.24,1824.0,1368.0,14,0,Olivia Green,Scotland,576.0,-0.42994966442953036,Stop Discounting,Occasional,0.20535641529502965,5546900,56.4907,-4.2026
2024-08-05,P1008,TV Stand,1,350,60,0.06,329.0,272.59999999999997,3,0,Daniel Cooper,South West,21.0,0.018042399639151857,Stop Discounting,High-Value Repeat,0.1951128029549917,5889695,50.95,-3.1
2024-05-30,P1004,Bed Frame,2,1000,200,0.06,1880.0,1504.0,11,0,Ben Taylor,South East,120.0,-1.2945817990531299,Stop Discounting,Occasional,0.12677922360209157,9642942,51.15,-0.15
2024-06-09,P1005,Wardrobe,4,1500,250,0.04,5760.0,4800.0,2,0,Olivia Green,South West,240.0,-0.01323350519924152,Stop Discounting,Occasional,0.1951128029549917,5889695,50.95,-3.1
2023-12-02,P1001,Dining Table,4,900,150,0.07,3348.0,2790.0,4,0,Quinn Bailey,North West,252.0,-0.19012192601777267,Stop Discounting,Occasional,0.15352933163457455,7737414,53.9,-2.5
2024-11-28,P1000,Sofa,1,1200,300,0.0,1200.0,900.0,5,0,Sophie Hall,North West,0.0,-0.42994966442953036,Stop Discounting,Occasional,0.15352933163457455,7737414,53.9,-2.5
2024-05-14,P1003,Coffee Table,2,200,40,0.07,372.0,297.59999999999997,9,0,Katie Adams,Midlands,28.0,-1.0276747871859784,Stop Discounting,High-Value Repeat,0.1026457890088573,11250368,52.6,-1.5
2025-06-18,P1003,Coffee Table,5,200,40,0.16,840.0,672.0,5,0,Jack Wilson,North West,160.0,-1.0276747871859784,Stop Discounting,Occasional,0.15352933163457455,7737414,53.9,-2.5
2025-02-04,P1008,TV Stand,5,350,60,0.22,1365.0,1131.0,9,0,Katie Adams,Wales,385.0,0.018042399639151857,Stop Discounting,High-Value Repeat,0.37765702488027136,3186581,52.3,-3.6
2024-06-19,P1001,Dining Table,1,900,150,0.05,855.0,712.5,7,0,Isla Davies,London,45.0,-0.19012192601777267,Stop Discounting,Occasional,0.12743413010014815,9089736,51.5074,-0.1278
2023-06-11,P1002,Armchair,1,500,80,0.01,495.0,415.8,13,0,Isla Davies,South East,5.0,-2.0750353334189904,Stop Discounting,Occasional,0.12677922360209157,9642942,51.15,-0.15
2024-08-16,P1000,Sofa,3,1200,300,0.07,3348.0,2511.0,6,0,Theo Clarke,South East,252.0,-0.42994966442953036,Stop Discounting,Occasional,0.12677922360209157,9642942,51.15,-0.15
2023-06-08,P1003,Coffee Table,5,200,40,0.06,940.0,752.0,8,0,Riley Moore,North East,60.0,-1.0276747871859784,Stop Discounting,High-Value Repeat,0.41176225550390155,2760678,55.1,-1.7
2023-03-01,P1008,TV Stand,5,350,60,0.06,1645.0,1363.0,7,0,Katie Adams,North West,105.0,0.018042399639151857,Stop Discounting,High-Value Repeat,0.15352933163457455,7737414,53.9,-2.5
2025-07-03,P1002,Armchair,3,500,80,0.04,1440.0,1209.6,13,0,Jack Wilson,Midlands,60.0,-2.0750353334189904,Stop Discounting,Occasional,0.1026457890088573,11250368,52.6,-1.5
2023-07-30,P1002,Armchair,4,500,80,0.15,1700.0,1428.0,7,0,Charlotte Evans,North West,300.0,-2.0750353334189904,Stop Discounting,Occasional,0.15352933163457455,7737414,53.9,-2.5
2024-02-10,P1009,Chest of Drawers,4,600,100,0.2,1920.0,1600.0,10,0,Katie Adams,Wales,480.0,-0.48018702906350963,Stop Discounting,High-Value Repeat,0.37765702488027136,3186581,52.3,-3.6
2024-10-25,P1000,Sofa,5,1200,300,0.21,4740.0,3555.0,4,1,Ella Robinson,South West,1260.0,-0.42994966442953036,Stop Discounting,High-Value Repeat,0.1951128029549917,5889695,50.95,-3.1
2024-06-25,P1007,Office Desk,3,800,120,0.12,2112.0,1795.2,9,0,Ben Taylor,South East,288.0,0.6690553745928339,Keep Discounting,Occasional,0.12677922360209157,9642942,51.15,-0.15
2025-09-24,P1006,Bookshelf,1,300,50,0.18,246.00000000000003,205.00000000000003,12,0,Ben Taylor,South East,54.0,-0.4337330301570941,Stop Discounting,Occasional,0.12677922360209157,9642942,51.15,-0.15
2025-07-15,P1006,Bookshelf,2,300,50,0.12,528.0,440.0,13,0,Mia Brown,London,72.0,-0.4337330301570941,Stop Discounting,High-Value Repeat,0.12743413010014815,9089736,51.5074,-0.1278
2025-05-17,P1009,Chest of Drawers,2,600,100,0.11,1068.0,890.0,7,0,Sophie Hall,Wales,132.0,-0.48018702906350963,Stop Discounting,Occasional,0.37765702488027136,3186581,52.3,-3.6
2023-01-19,P1009,Chest of Drawers,1,600,100,0.19,486.00000000000006,405.0,13,0,Liam Mitchell,North West,114.0,-0.48018702906350963,Stop Discounting,High-Value Repeat,0.15352933163457455,7737414,53.9,-2.5
2024-03-07,P1005,Wardrobe,2,1500,250,0.21,2370.0,1975.0,6,0,Grace Walker,South East,630.0,-0.01323350519924152,Stop Discounting,Occasional,0.12677922360209157,9642942,51.15,-0.15
2025-01-09,P1007,Office Desk,4,800,120,0.01,3168.0,2692.8,4,0,Sophie Hall,London,32.0,0.6690553745928339,Keep Discounting,Occasional,0.12743413010014815,9089736,51.5074,-0.1278
2023-07-02,P1001,Dining Table,5,900,150,0.2,3600.0,3000.0,13,0,Olivia Green,South East,900.0,-0.19012192601777267,Stop Discounting,Occasional,0.12677922360209157,9642942,51.15,-0.15
2023-04-23,P1007,Office Desk,2,800,120,0.08,1472.0,1251.2,4,0,Jack Wilson,Wales,128.0,0.6690553745928339,Keep Discounting,Occasional,0.37765702488027136,3186581,52.3,-3.6
2024-04-25,P1007,Office Desk,2,800,120,0.24,1216.0,1033.6,4,1,Henry Hughes,Midlands,384.0,0.6690553745928339,Keep Discounting,Occasional,0.1026457890088573,11250368,52.6,-1.5
2025-04-10,P1002,Armchair,2,500,80,0.18,820.0000000000001,688.8000000000001,6,1,Theo Clarke,North West,180.0,-2.0750353334189904,Stop Discounting,Occasional,0.15352933163457455,7737414,53.9,-2.5
2025-02-01,P1005,Wardrobe,3,1500,250,0.0,4500.0,3750.0,14,0,Mia Brown,London,0.0,-0.01323350519924152,Stop Discounting,High-Value Repeat,0.12743413010014815,9089736,51.5074,-0.1278
2024-04-20,P1005,Wardrobe,1,1500,250,0.05,1425.0,1187.5,11,0,Katie Adams,Wales,75.0,-0.01323350519924152,Stop Discounting,High-Value Repeat,0.37765702488027136,3186581,52.3,-3.6
2025-02-01,P1007,Office Desk,4,800,120,0.09,2912.0,2475.2000000000003,2,0,Alice Carter,South East,288.0,0.6690553745928339,Keep Discounting,Occasional,0.12677922360209157,9642942,51.15,-0.15
2025-08-28,P1007,Office Desk,4,800,120,0.2,2560.0,2176.0,5,0,Daniel Cooper,North East,640.0,0.6690553745928339,Keep Discounting,High-Value Repeat,0.41176225550390155,2760678,55.1,-1.7
2025-10-16,P1007,Office Desk,1,800,120,0.17,664.0,564.4,14,0,Olivia Green,London,136.0,0.6690553745928339,Keep Discounting,Occasional,0.12743413010014815,9089736,51.5074,-0.1278
2023-06-10,P1004,Bed Frame,2,1000,200,0.08,1840.0,1472.0,4,0,Liam Mitchell,London,160.0,-1.2945817990531299,Stop Discounting,High-Value Repeat,0.12743413010014815,9089736,51.5074,-0.1278
2024-02-05,P1008,TV Stand,5,350,60,0.1,1575.0,1305.0,13,0,Daniel Cooper,Scotland,175.0,0.018042399639151857,Stop Discounting,High-Value Repeat,0.20535641529502965,5546900,56.4907,-4.2026
2023-07-17,P1001,Dining Table,4,900,150,0.14,3096.0,2580.0,2,0,Katie Adams,South East,504.0,-0.19012192601777267,Stop Discounting,High-Value Repeat,0.12677922360209157,9642942,51.15,-0.15
2024-10-21,P1004,Bed Frame,1,1000,200,0.04,960.0,768.0,2,0,Riley Moore,Wales,40.0,-1.2945817990531299,Stop Discounting,High-Value Repeat,0.37765702488027136,3186581,52.3,-3.6
2024-02-03,P1006,Bookshelf,3,300,50,0.15,765.0,637.5,7,0,Sophie Hall,Scotland,135.0,-0.4337330301570941,Stop Discounting,Occasional,0.20535641529502965,5546900,56.4907,-4.2026
2023-03-19,P1003,Coffee Table,3,200,40,0.05,570.0,456.0,11,0,Theo Clarke,Midlands,30.0,-1.0276747871859784,Stop Discounting,Occasional,0.1026457890088573,11250368,52.6,-1.5
2023-05-04,P1008,TV Stand,5,350,60,0.15,1487.5,1232.5,9,0,Finley Thompson,Wales,262.5,0.018042399639151857,Stop Discounting,Occasional,0.37765702488027136,3186581,52.3,-3.6
2023-03-16,P1006,Bookshelf,2,300,50,0.03,582.0,485.0,8,0,Charlotte Evans,North East,18.0,-0.4337330301570941,Stop Discounting,Occasional,0.41176225550390155,2760678,55.1,-1.7
2023-05-17,P1003,Coffee Table,4,200,40,0.0,800.0,640.0,2,0,Sophie Hall,Scotland,0.0,-1.0276747871859784,Stop Discounting,Occasional,0.20535641529502965,5546900,56.4907,-4.2026
2024-08-24,P1006,Bookshelf,3,300,50,0.17,747.0,622.5,3,0,Sophie Hall,North East,153.0,-0.4337330301570941,Stop Discounting,Occasional,0.41176225550390155,2760678,55.1,-1.7
2025-04-16,P1008,TV Stand,4,350,60,0.13,1218.0,1009.2,7,1,Henry Hughes,London,182.0,0.018042399639151857,Stop Discounting,Occasional,0.12743413010014815,9089736,51.5074,-0.1278
2024-05-14,P1001,Dining Table,5,900,150,0.15,3825.0,3187.5,14,0,Sophie Hall,Wales,675.0,-0.19012192601777267,Stop Discounting,Occasional,0.37765702488027136,3186581,52.3,-3.6
2023-05-18,P1001,Dining Table,3,900,150,0.19,2187.0,1822.5,12,0,Sophie Hall,Wales,513.0,-0.19012192601777267,Stop Discounting,Occasional,0.37765702488027136,3186581,52.3,-3.6
2023-02-19,P1005,Wardrobe,4,1500,250,0.11,5340.0,4450.0,9,0,Riley Moore,South East,660.0,-0.01323350519924152,Stop Discounting,High-Value Repeat,0.12677922360209157,9642942,51.15,-0.15
2025-08-30,P1007,Office Desk,1,800,120,0.17,664.0,564.4,9,0,Finley Thompson,North West,136.0,0.6690553745928339,Keep Discounting,Occasional,0.15352933163457455,7737414,53.9,-2.5
2023-09-11,P1006,Bookshelf,3,300,50,0.06,846.0,705.0,7,0,Charlotte Evans,South East,54.0,-0.4337330301570941,Stop Discounting,Occasional,0.12677922360209157,9642942,51.15,-0.15
2024-12-10,P1009,Chest of Drawers,3,600,100,0.15,1530.0,1275.0,3,0,Mia Brown,North East,270.0,-0.48018702906350963,Stop Discounting,High-Value Repeat,0.41176225550390155,2760678,55.1,-1.7
2024-07-16,P1007,Office Desk,4,800,120,0.01,3168.0,2692.8,5,0,Ben Taylor,South East,32.0,0.6690553745928339,Keep Discounting,Occasional,0.12677922360209157,9642942,51.15,-0.15
2025-01-26,P1003,Coffee Table,5,200,40,0.25,750.0,600.0,7,0,Ella Robinson,South West,250.0,-1.0276747871859784,Stop Discounting,High-Value Repeat,0.1951128029549917,5889695,50.95,-3.1
2024-06-30,P1002,Armchair,3,500,80,0.1,1350.0,1134.0,2,0,Ella Robinson,Wales,150.0,-2.0750353334189904,Stop Discounting,High-Value Repeat,0.37765702488027136,3186581,52.3,-3.6
2025-07-10,P1008,TV Stand,4,350,60,0.21,1106.0,916.4,11,1,Jack Wilson,Scotland,294.0,0.018042399639151857,Stop Discounting,Occasional,0.20535641529502965,5546900,56.4907,-4.2026
2024-08-03,P1009,Chest of Drawers,2,600,100,0.2,960.0,800.0,11,0,Sophie Hall,Wales,240.0,-0.48018702906350963,Stop Discounting,Occasional,0.37765702488027136,3186581,52.3,-3.6
2023-02-18,P1003,Coffee Table,4,200,40,0.04,768.0,614.4,13,0,Grace Walker,North East,32.0,-1.0276747871859784,Stop Discounting,Occasional,0.41176225550390155,2760678,55.1,-1.7
2025-07-05,P1004,Bed Frame,4,1000,200,0.16,3360.0,2688.0,3,0,Sophie Hall,North West,640.0,-1.2945817990531299,Stop Discounting,Occasional,0.15352933163457455,7737414,53.9,-2.5
2024-12-04,P1006,Bookshelf,3,300,50,0.05,855.0,712.5,11,0,Liam Mitchell,South East,45.0,-0.4337330301570941,Stop Discounting,High-Value Repeat,0.12677922360209157,9642942,51.15,-0.15
2023-09-18,P1009,Chest of Drawers,1,600,100,0.14,516.0,430.0,4,0,Alice Carter,Scotland,84.0,-0.48018702906350963,Stop Discounting,Occasional,0.20535641529502965,5546900,56.4907,-4.2026
2023-12-22,P1002,Armchair,1,500,80,0.24,380.0,319.2,3,0,Jack Wilson,South West,120.0,-2.0750353334189904,Stop Discounting,Occasional,0.1951128029549917,5889695,50.95,-3.1
2024-09-29,P1005,Wardrobe,4,1500,250,0.13,5220.0,4350.0,8,0,Riley Moore,South West,780.0,-0.01323350519924152,Stop Discounting,High-Value Repeat,0.1951128029549917,5889695,50.95,-3.1
